,price,property_type,subproperty_type,province,locality,zip_code,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,state_building,primary_energy_consumption_sqm,fl_double_glazing
2853,575000,1.0,APARTMENT,East Flanders,Gent,9000,,117.0,,4.0,2.0,USA_HYPER_EQUIPPED,0,0,1,17.0,0,0.0,0,,,0
2854,575000,0.0,HOUSE,East Flanders,Gent,9000,1969.0,166.0,255.0,2.0,4.0,MISSING,0,0,1,,0,0.0,0,5.0,87.0,1
2855,1950000,0.0,MANOR_HOUSE,East Flanders,Gent,9000,,1204.0,0.0,4.0,0.0,MISSING,0,0,1,,0,0.0,0,4.0,177.0,0
2856,350000,1.0,APARTMENT,East Flanders,Gent,9000,,52.0,,,1.0,INSTALLED,0,0,1,,0,0.0,0,4.0,,1
2857,444500,1.0,APARTMENT,East Flanders,Gent,9000,2020.0,106.0,,,3.0,MISSING,0,0,1,20.0,0,0.0,0,4.0,,0
2858,388500,1.0,APARTMENT,East Flanders,Gent,9000,,91.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,,0
2859,339000,0.0,HOUSE,East Flanders,Gent,9000,,65.0,22.0,2.0,2.0,MISSING,0,0,0,0.0,1,73.0,0,4.0,199.0,1
2860,750000,0.0,MANOR_HOUSE,East Flanders,Gent,9000,,352.0,219.0,,5.0,MISSING,0,0,0,0.0,0,0.0,0,,294.0,0
2861,370000,0.0,HOUSE,East Flanders,Gent,9000,,137.0,108.0,2.0,4.0,MISSING,0,0,1,,0,0.0,0,,298.0,1
2862,620000,1.0,APARTMENT,East Flanders,Gent,9000,,128.0,,4.0,3.0,USA_HYPER_EQUIPPED,0,0,1,19.0,0,0.0,0,,,0
2863,310000,1.0,APARTMENT,East Flanders,Gent,9000,2024.0,113.0,,,2.0,INSTALLED,0,0,1,10.0,0,0.0,0,4.0,,1
2864,399000,0.0,HOUSE,East Flanders,Gent,9000,,137.0,88.0,2.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,192.0,0
2865,155000,1.0,FLAT_STUDIO,East Flanders,Gent,9000,2023.0,,,2.0,0.0,MISSING,1,0,1,1.0,0,0.0,0,5.0,,0
2866,472500,1.0,APARTMENT,East Flanders,Gent,9000,2020.0,115.0,,,2.0,MISSING,0,0,1,14.0,0,0.0,0,4.0,,0
2867,399000,0.0,HOUSE,East Flanders,Gent,9000,,239.0,227.0,,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,5.0,204.0,0
2868,198000,1.0,APARTMENT,East Flanders,Gent,9000,,40.0,,,1.0,MISSING,0,0,0,0.0,0,0.0,0,,196.0,0
2869,375000,0.0,HOUSE,East Flanders,Gent,9000,1932.0,180.0,90.0,,4.0,MISSING,0,0,0,0.0,1,20.0,0,,0.0,0
2870,895000,0.0,HOUSE,East Flanders,Gent,9000,1850.0,341.0,165.0,4.0,4.0,MISSING,0,0,0,0.0,1,40.0,0,4.0,370.0,1
2871,630000,1.0,APARTMENT,East Flanders,Gent,9000,,128.0,,4.0,3.0,USA_HYPER_EQUIPPED,0,0,1,19.0,0,0.0,0,,,0
2872,449000,0.0,HOUSE,East Flanders,Gent,9000,,205.0,237.0,2.0,3.0,MISSING,0,0,0,0.0,1,120.0,0,4.0,293.0,0
2873,2670000,1.0,PENTHOUSE,East Flanders,Gent,9000,2023.0,420.0,,,4.0,MISSING,0,0,1,170.0,0,0.0,0,4.0,,0
2874,455000,1.0,APARTMENT,East Flanders,Gent,9000,2024.0,113.0,,,3.0,INSTALLED,0,0,1,27.0,0,0.0,0,4.0,,1
2875,1450000,0.0,APARTMENT_BLOCK,East Flanders,Gent,9000,1957.0,400.0,120.0,2.0,6.0,MISSING,0,0,1,,0,0.0,0,4.0,,1
2876,195000,0.0,HOUSE,East Flanders,Gent,9000,1900.0,93.0,48.0,2.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,3.0,299.0,0
2877,450000,0.0,HOUSE,East Flanders,Gent,9000,,163.0,52.0,2.0,3.0,MISSING,0,0,1,,1,6.0,0,,294.0,1
2878,415000,0.0,MANSION,East Flanders,Gent,9000,,,0.0,2.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,6.0,256.0,1
2879,2449000,0.0,MIXED_USE_BUILDING,East Flanders,Gent,9000,,520.0,250.0,,5.0,MISSING,0,0,0,0.0,0,0.0,0,,203.0,1
2880,650000,1.0,APARTMENT,East Flanders,Gent,9000,,100.0,,4.0,2.0,USA_HYPER_EQUIPPED,0,0,1,17.0,0,0.0,0,,,0
2881,519000,0.0,HOUSE,East Flanders,Gent,9000,2024.0,192.0,0.0,,4.0,INSTALLED,0,0,1,26.0,1,75.0,0,,,1
2882,210000,1.0,FLAT_STUDIO,East Flanders,Gent,9000,1969.0,60.0,,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,,114.0,0
2883,119000,1.0,FLAT_STUDIO,East Flanders,Gent,9000,,,,,0.0,MISSING,1,0,0,0.0,0,0.0,0,5.0,,1
2884,2550000,0.0,MANOR_HOUSE,East Flanders,Gent,9000,,316.0,191.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,,453.0,1
2885,299000,0.0,HOUSE,East Flanders,Gent,9000,,,76.0,,3.0,INSTALLED,0,0,1,10.0,1,,0,6.0,463.0,0
2886,275000,0.0,HOUSE,East Flanders,Gent,9000,,80.0,27.0,2.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,,289.0,0
2887,198000,1.0,APARTMENT,East Flanders,Gent,9000,,30.0,,2.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,158.0,1
2888,700000,1.0,APARTMENT,East Flanders,Gent,9000,,69.0,,2.0,4.0,MISSING,0,0,1,1.0,0,0.0,0,4.0,364.0,1
2889,529629,1.0,APARTMENT,East Flanders,Gent,9000,,85.0,,2.0,2.0,HYPER_EQUIPPED,0,0,1,,0,0.0,0,5.0,,1
2890,398500,1.0,APARTMENT,East Flanders,Gent,9000,,91.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
2891,549000,0.0,HOUSE,East Flanders,Gent,9000,,,162.0,2.0,5.0,INSTALLED,0,0,0,0.0,0,0.0,0,4.0,,1
2892,545000,0.0,HOUSE,East Flanders,Gent,9000,2024.0,180.0,0.0,,4.0,INSTALLED,0,0,1,22.0,1,79.0,0,,,1
2893,680000,1.0,APARTMENT,East Flanders,Gent,9000,,105.0,,4.0,2.0,USA_HYPER_EQUIPPED,0,0,1,22.0,0,0.0,0,,,0
2894,550000,0.0,HOUSE,East Flanders,Gent,9000,,880.0,880.0,3.0,3.0,INSTALLED,0,0,1,1.0,1,700.0,0,3.0,,1
2895,209000,1.0,APARTMENT,East Flanders,Gent,9000,,30.0,,2.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,183.0,1
2896,320000,1.0,APARTMENT,East Flanders,Gent,9000,1994.0,,,,2.0,MISSING,0,0,1,,0,0.0,0,,91.0,0
2897,700000,1.0,APARTMENT,East Flanders,Gent,9000,,44.0,,2.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,254.0,1
2898,670777,1.0,APARTMENT,East Flanders,Gent,9000,,115.0,,2.0,2.0,HYPER_EQUIPPED,0,0,1,,0,0.0,0,5.0,,1
2899,505900,1.0,APARTMENT,East Flanders,Gent,9000,,113.0,,,3.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,,0
2900,230000,0.0,HOUSE,East Flanders,Gent,9000,,65.0,36.0,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,,325.0,0
2901,625000,0.0,HOUSE,East Flanders,Gent,9000,1918.0,,106.0,2.0,3.0,MISSING,0,0,0,0.0,1,20.0,0,4.0,,1
2902,560000,0.0,HOUSE,East Flanders,Gent,9000,2023.0,192.0,0.0,,4.0,INSTALLED,0,0,1,26.0,1,75.0,0,,,1
2903,850000,1.0,APARTMENT,East Flanders,Gent,9000,,116.0,,4.0,3.0,USA_HYPER_EQUIPPED,0,0,1,50.0,0,0.0,0,,,0
2904,230000,1.0,APARTMENT,East Flanders,Gent,9000,,106.0,,2.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,437.0,1
2905,88000,0.0,HOUSE,East Flanders,Gent,9000,,78.0,64.0,2.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,2.0,968.0,0
2906,650000,0.0,HOUSE,East Flanders,Gent,9000,1918.0,411.0,169.0,2.0,12.0,MISSING,0,0,0,0.0,0,0.0,0,,351.0,0
2907,395000,1.0,APARTMENT,East Flanders,Gent,9000,1970.0,58.0,,2.0,1.0,INSTALLED,0,0,1,12.0,0,0.0,0,4.0,157.0,1
2908,249000,1.0,DUPLEX,East Flanders,Gent,9000,,,,,3.0,MISSING,0,0,1,13.0,0,0.0,0,,,0
2909,835000,1.0,LOFT,East Flanders,Gent,9000,,,,,2.0,MISSING,0,0,1,15.0,0,0.0,0,,,1
2910,267500,1.0,APARTMENT,East Flanders,Gent,9000,,,,,0.0,MISSING,0,0,0,0.0,0,0.0,0,,81.0,1
2911,250000,1.0,APARTMENT,East Flanders,Gent,9000,,50.0,,,1.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,,0
2912,350000,,BUSINESS,East Flanders,Gent,9000,,131.0,0.0,4.0,,USA_HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2913,299000,0.0,HOUSE,East Flanders,Gent,9000,,90.0,47.0,2.0,2.0,MISSING,0,0,1,,0,0.0,0,4.0,192.0,1
2914,329500,0.0,HOUSE,East Flanders,Gent,9000,1950.0,132.0,115.0,2.0,3.0,SEMI_EQUIPPED,0,0,1,18.0,0,0.0,0,4.0,233.0,1
2915,299500,0.0,HOUSE,East Flanders,Gent,9000,,110.0,50.0,1.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,,321.0,0
2916,760000,1.0,PENTHOUSE,East Flanders,Gent,9000,,149.0,,,4.0,MISSING,0,0,1,41.0,0,0.0,0,5.0,,0
2917,575000,1.0,PENTHOUSE,East Flanders,Gent,9000,,85.0,,,2.0,MISSING,0,0,1,6.0,0,0.0,0,,,0
2918,325000,0.0,HOUSE,East Flanders,Gent,9000,1962.0,160.0,65.0,2.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,,1
2919,152000,1.0,GROUND_FLOOR,East Flanders,Gent,9000,,110.0,,2.0,3.0,MISSING,0,0,0,0.0,1,20.0,0,,,1
2920,350000,,BUSINESS,East Flanders,Gent,9000,,109.0,0.0,4.0,,USA_HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2921,264000,1.0,APARTMENT,East Flanders,Gent,9000,1975.0,85.0,,,2.0,INSTALLED,0,0,1,,0,0.0,0,,185.0,1
2922,329000,0.0,HOUSE,East Flanders,Gent,9000,,118.0,125.0,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,,,1
2923,310000,0.0,HOUSE,East Flanders,Gent,9000,1933.0,180.0,61.0,,3.0,MISSING,0,0,0,0.0,1,,0,,647.0,0
2924,294594,1.0,FLAT_STUDIO,East Flanders,Gent,9000,,61.0,,,0.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2925,355000,0.0,MIXED_USE_BUILDING,East Flanders,Gent,9000,,,0.0,,4.0,MISSING,0,0,0,0.0,0,0.0,0,,238.0,0
2926,495000,,BUSINESS,East Flanders,Gent,9000,,198.0,0.0,4.0,,USA_HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2927,325000,0.0,HOUSE,East Flanders,Gent,9000,,142.0,60.0,2.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,359.0,1
2928,279000,1.0,APARTMENT,East Flanders,Gent,9000,,90.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,173.0,1
2929,700000,1.0,APARTMENT,East Flanders,Gent,9000,,148.0,,2.0,7.0,MISSING,0,0,0,0.0,1,1.0,0,4.0,363.0,1
2930,355000,1.0,APARTMENT,East Flanders,Gent,9000,1966.0,85.0,,,2.0,MISSING,0,0,1,3.0,0,0.0,0,3.0,238.0,1
2931,296561,1.0,GROUND_FLOOR,East Flanders,Gent,9000,,65.0,,,1.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2932,408900,1.0,APARTMENT,East Flanders,Gent,9000,,91.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
2933,1600000,,BUSINESS,East Flanders,Gent,9000,,537.0,0.0,4.0,,USA_HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2934,760000,1.0,PENTHOUSE,East Flanders,Gent,9000,,149.0,,,4.0,MISSING,0,0,1,41.0,0,0.0,0,5.0,,0
2935,299500,0.0,HOUSE,East Flanders,Gent,9000,,,0.0,4.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,209.0,1
2936,475000,0.0,HOUSE,East Flanders,Gent,9000,1950.0,140.0,134.0,4.0,4.0,MISSING,0,0,0,0.0,1,10.0,0,4.0,,0
2937,339600,1.0,APARTMENT,East Flanders,Gent,9000,,80.0,,,1.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2938,1100000,0.0,HOUSE,East Flanders,Gent,9000,1918.0,212.0,67.0,2.0,7.0,MISSING,0,0,0,0.0,0,0.0,0,5.0,185.0,0
2939,620000,1.0,APARTMENT,East Flanders,Gent,9000,,100.0,,,2.0,MISSING,0,0,1,28.0,0,0.0,0,,,0
2940,298000,0.0,HOUSE,East Flanders,Gent,9000,,102.0,82.0,2.0,4.0,SEMI_EQUIPPED,0,0,1,15.0,0,0.0,0,,376.0,1
2941,415000,1.0,APARTMENT,East Flanders,Gent,9000,1994.0,105.0,,2.0,2.0,INSTALLED,0,0,1,33.0,0,0.0,0,5.0,130.0,0
2942,575000,1.0,PENTHOUSE,East Flanders,Gent,9000,,82.0,,2.0,2.0,HYPER_EQUIPPED,0,0,1,,0,0.0,0,,,1
2943,345981,1.0,APARTMENT,East Flanders,Gent,9000,,77.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2944,378100,1.0,APARTMENT,East Flanders,Gent,9000,2023.0,102.0,,2.0,2.0,HYPER_EQUIPPED,0,0,1,9.0,0,0.0,0,5.0,,1
2945,348000,0.0,HOUSE,East Flanders,Gent,9000,,140.0,259.0,2.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,,183.0,0
2946,760500,1.0,PENTHOUSE,East Flanders,Gent,9000,,153.0,,,3.0,MISSING,0,0,1,23.0,0,0.0,0,5.0,,0
2947,469000,1.0,APARTMENT,East Flanders,Gent,9000,1997.0,103.0,,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,4.0,235.0,1
2948,274000,1.0,APARTMENT,East Flanders,Gent,9000,2013.0,61.0,,,1.0,MISSING,0,0,1,6.0,0,0.0,0,5.0,103.0,1
2949,695000,1.0,APARTMENT,East Flanders,Gent,9000,,103.0,,2.0,2.0,HYPER_EQUIPPED,0,0,1,,0,0.0,0,,,0
2950,349694,1.0,APARTMENT,East Flanders,Gent,9000,,80.0,,,1.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2951,445000,0.0,HOUSE,East Flanders,Gent,9000,,125.0,186.0,2.0,4.0,MISSING,0,0,0,0.0,1,107.0,0,,126.0,0
2952,175000,1.0,APARTMENT,East Flanders,Gent,9000,,74.0,,,2.0,MISSING,0,0,1,,0,0.0,0,,138.0,1
2953,480000,0.0,HOUSE,East Flanders,Gent,9000,,,106.0,2.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
2954,285000,0.0,HOUSE,East Flanders,Gent,9000,1930.0,140.0,47.0,,4.0,MISSING,0,0,0,0.0,0,0.0,0,,315.0,1
2955,410400,1.0,APARTMENT,East Flanders,Gent,9000,2023.0,106.0,,2.0,2.0,HYPER_EQUIPPED,0,0,1,9.0,0,0.0,0,5.0,,1
2956,925000,1.0,APARTMENT,East Flanders,Gent,9000,,131.0,,2.0,2.0,HYPER_EQUIPPED,0,0,1,,0,0.0,0,,,1
2957,289000,0.0,HOUSE,East Flanders,Gent,9000,,130.0,59.0,2.0,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,6.0,267.0,1
2958,169000,1.0,APARTMENT,East Flanders,Gent,9000,,60.0,,,1.0,MISSING,0,0,0,0.0,0,0.0,0,3.0,285.0,1
2959,365886,1.0,GROUND_FLOOR,East Flanders,Gent,9000,,78.0,,,1.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2960,269000,0.0,HOUSE,East Flanders,Gent,9000,,30.0,0.0,4.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,,141.0,0
2961,432500,1.0,APARTMENT,East Flanders,Gent,9000,2023.0,106.0,,2.0,2.0,HYPER_EQUIPPED,0,0,1,9.0,0,0.0,0,5.0,,1
2962,1450000,0.0,MANOR_HOUSE,East Flanders,Gent,9000,,308.0,3833.0,,0.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
2963,395000,1.0,APARTMENT,East Flanders,Gent,9000,2024.0,62.0,,,1.0,MISSING,0,0,1,8.0,0,0.0,0,4.0,,0
2964,389000,0.0,HOUSE,East Flanders,Gent,9000,,150.0,168.0,,4.0,NOT_INSTALLED,0,0,1,40.0,1,60.0,0,,506.0,1
2965,259000,1.0,FLAT_STUDIO,East Flanders,Gent,9000,2013.0,41.0,,1.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,5.0,,0
2966,565000,0.0,HOUSE,East Flanders,Gent,9000,,120.0,48.0,2.0,4.0,INSTALLED,1,0,1,6.0,0,0.0,1,6.0,391.0,1
2967,374373,1.0,APARTMENT,East Flanders,Gent,9000,,95.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2968,200000,0.0,HOUSE,East Flanders,Gent,9000,,,136.0,2.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,,362.0,0
2969,860000,1.0,APARTMENT,East Flanders,Gent,9000,,124.0,,,2.0,MISSING,0,0,1,11.0,1,84.0,0,,,0
2970,599000,0.0,APARTMENT_BLOCK,East Flanders,Gent,9000,1870.0,104.0,48.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,5.0,62.0,1
2971,350000,1.0,APARTMENT,East Flanders,Gent,9000,2006.0,69.0,,2.0,1.0,INSTALLED,0,0,1,10.0,1,20.0,0,5.0,325.0,1
2972,334000,1.0,APARTMENT,East Flanders,Gent,9000,,67.0,,,1.0,INSTALLED,0,0,0,0.0,0,0.0,0,5.0,144.0,1
2973,384606,1.0,GROUND_FLOOR,East Flanders,Gent,9000,,92.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2974,212000,0.0,HOUSE,East Flanders,Gent,9000,,,85.0,,4.0,MISSING,0,0,0,0.0,1,,0,2.0,,0
2975,388500,1.0,APARTMENT,East Flanders,Gent,9000,,91.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
2976,285000,0.0,HOUSE,East Flanders,Gent,9000,,96.0,0.0,2.0,3.0,INSTALLED,0,0,1,5.0,0,0.0,0,6.0,297.0,1
2977,420000,0.0,HOUSE,East Flanders,Gent,9000,,150.0,175.0,2.0,4.0,INSTALLED,0,1,0,0.0,1,120.0,0,5.0,167.0,1
2978,225000,0.0,HOUSE,East Flanders,Gent,9000,1862.0,50.0,18.0,,1.0,INSTALLED,0,0,0,0.0,1,300.0,0,4.0,717.0,1
2979,315000,0.0,HOUSE,East Flanders,Gent,9000,1846.0,50.0,0.0,4.0,1.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,162.0,1
2980,386560,1.0,GROUND_FLOOR,East Flanders,Gent,9000,,90.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2981,200000,1.0,APARTMENT,East Flanders,Gent,9000,,70.0,,,1.0,MISSING,0,0,0,0.0,0,0.0,0,,,1
2982,295000,0.0,HOUSE,East Flanders,Gent,9000,,131.0,85.0,,4.0,MISSING,0,0,0,0.0,0,0.0,0,3.0,424.0,1
2983,295600,0.0,HOUSE,East Flanders,Gent,9000,,132.0,95.0,2.0,3.0,MISSING,0,0,1,27.0,0,0.0,0,4.0,237.0,1
2984,388500,1.0,APARTMENT,East Flanders,Gent,9000,,91.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,,0
2985,250000,0.0,HOUSE,East Flanders,Gent,9000,,78.0,60.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,3.0,480.0,0
2986,415000,1.0,APARTMENT,East Flanders,Gent,9000,1993.0,105.0,,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,,90.0,1
2987,499000,0.0,HOUSE,East Flanders,Gent,9000,,,56.0,2.0,6.0,MISSING,0,0,0,0.0,0,0.0,0,,369.0,0
2988,387656,1.0,APARTMENT,East Flanders,Gent,9000,,95.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2989,765000,0.0,HOUSE,East Flanders,Gent,9000,,221.0,242.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,,66.0,1
2990,1185000,1.0,APARTMENT,East Flanders,Gent,9000,,132.0,,,2.0,MISSING,0,0,1,11.0,1,13.0,0,,,0
2991,329000,0.0,HOUSE,East Flanders,Gent,9000,1973.0,163.0,73.0,2.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,,617.0,0
2992,375000,0.0,HOUSE,East Flanders,Gent,9000,,92.0,61.0,2.0,3.0,HYPER_EQUIPPED,0,0,1,8.0,1,10.0,0,5.0,89.0,1
2993,387656,1.0,APARTMENT,East Flanders,Gent,9000,,95.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
2994,120000,0.0,HOUSE,East Flanders,Gent,9000,,,56.0,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,452.0,0
2995,360000,0.0,MANSION,East Flanders,Gent,9000,,241.0,69.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,,337.0,0
2996,350000,0.0,HOUSE,East Flanders,Gent,9000,1900.0,165.0,85.0,,4.0,SEMI_EQUIPPED,0,0,1,14.0,0,0.0,0,2.0,272.0,0
2997,750000,1.0,APARTMENT,East Flanders,Gent,9000,,124.0,,2.0,2.0,INSTALLED,0,0,1,71.0,0,0.0,0,5.0,,0
2998,490000,0.0,HOUSE,East Flanders,Gent,9000,1865.0,220.0,141.0,4.0,5.0,MISSING,0,0,0,0.0,0,0.0,0,2.0,410.0,0
2999,394173,1.0,APARTMENT,East Flanders,Gent,9000,,90.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
3000,195000,1.0,APARTMENT,East Flanders,Gent,9000,,56.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,1
3001,380000,0.0,HOUSE,East Flanders,Gent,9000,1969.0,,250.0,2.0,4.0,SEMI_EQUIPPED,0,1,1,40.0,0,0.0,0,2.0,579.0,0
3002,495000,0.0,HOUSE,East Flanders,Gent,9000,1931.0,175.0,0.0,2.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,144.0,1
3003,690000,0.0,TOWN_HOUSE,East Flanders,Gent,9000,1980.0,287.0,252.0,2.0,4.0,MISSING,0,0,1,1.0,1,170.0,0,5.0,128.0,1
3004,415000,1.0,APARTMENT,East Flanders,Gent,9000,,81.0,,2.0,2.0,MISSING,0,0,1,3.0,0,0.0,0,5.0,158.0,1
3005,1400000,0.0,MANSION,East Flanders,Gent,9000,1874.0,702.0,273.0,4.0,6.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,231.0,1
3006,349000,0.0,HOUSE,East Flanders,Gent,9000,,144.0,140.0,2.0,4.0,MISSING,0,0,1,16.0,0,0.0,0,,254.0,1
3007,1104172,0.0,MANSION,East Flanders,Gent,9000,,230.0,0.0,4.0,4.0,MISSING,0,0,1,15.0,1,11.0,0,,,0
3008,395000,1.0,APARTMENT,East Flanders,Gent,9000,2024.0,62.0,,,1.0,MISSING,0,0,1,8.0,0,0.0,0,4.0,,0
3009,400938,1.0,APARTMENT,East Flanders,Gent,9000,,95.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
3010,429000,0.0,HOUSE,East Flanders,Gent,9000,,180.0,77.0,,6.0,MISSING,0,0,0,0.0,0,0.0,0,3.0,328.0,1
3011,290000,1.0,APARTMENT,East Flanders,Gent,9000,1998.0,78.0,,,2.0,MISSING,0,0,1,,0,0.0,0,,243.0,1
3012,389000,0.0,HOUSE,East Flanders,Gent,9000,1899.0,184.0,50.0,2.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,107.0,1
3013,695000,0.0,HOUSE,East Flanders,Gent,9000,,195.0,92.0,2.0,4.0,NOT_INSTALLED,0,0,1,1.0,1,1.0,0,6.0,,1
3014,149000,1.0,KOT,East Flanders,Gent,9000,2012.0,17.0,,,0.0,MISSING,1,0,0,0.0,0,0.0,0,5.0,113.0,0
3015,419000,1.0,APARTMENT,East Flanders,Gent,9000,,90.0,,2.0,2.0,MISSING,0,0,1,6.0,0,0.0,0,5.0,167.0,1
3016,1104172,0.0,MANSION,East Flanders,Gent,9000,,230.0,0.0,4.0,4.0,MISSING,0,0,1,15.0,1,11.0,0,,,0
3017,259000,1.0,APARTMENT,East Flanders,Gent,9000,2017.0,45.0,,2.0,1.0,INSTALLED,0,0,1,2.0,0,0.0,0,5.0,197.0,1
3018,389000,1.0,APARTMENT,East Flanders,Gent,9000,2015.0,129.0,,,3.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,116.0,1
3019,445000,0.0,HOUSE,East Flanders,Gent,9000,1937.0,192.0,221.0,2.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,5.0,314.0,1
3020,559000,0.0,HOUSE,East Flanders,Gent,9000,1935.0,128.0,76.0,2.0,4.0,MISSING,0,0,1,15.0,0,0.0,0,5.0,92.0,1
3021,400938,1.0,APARTMENT,East Flanders,Gent,9000,,95.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
3022,295000,1.0,APARTMENT,East Flanders,Gent,9000,1986.0,84.0,,,2.0,INSTALLED,0,0,1,6.0,0,0.0,0,4.0,157.0,1
3023,275000,0.0,HOUSE,East Flanders,Gent,9000,,158.0,130.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,2.0,520.0,0
3024,339000,0.0,HOUSE,East Flanders,Gent,9000,1918.0,156.0,95.0,,4.0,INSTALLED,0,0,0,0.0,0,0.0,0,,378.0,1
3025,9999999,1.0,APARTMENT,East Flanders,Gent,9000,,,,4.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,,81.0,0
3026,550000,0.0,HOUSE,East Flanders,Gent,9000,,580.0,365.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,,559.0,0
3027,400938,1.0,APARTMENT,East Flanders,Gent,9000,,95.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,,0
3028,220000,0.0,HOUSE,East Flanders,Gent,9000,1875.0,100.0,34.0,2.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,538.0,1
3029,245000,1.0,APARTMENT,East Flanders,Gent,9000,,64.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,1
3030,310000,1.0,APARTMENT,East Flanders,Gent,9000,1965.0,,,2.0,1.0,MISSING,0,0,0,0.0,0,0.0,0,5.0,191.0,1
3031,389000,1.0,APARTMENT,East Flanders,Gent,9000,1973.0,109.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,143.0,1
