,link,id,locality,country,construction_year,Number_of_frontages,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace_sqm,terrace,garden_sqm,garden,floodZoneType,surface_land,swimming_pool,state_building,epc,primaryEnergyConsumptionPerSqm,heating_Type,Double_Glazing,cadastral_income,latitude,longitude,public_sales,notary_sales
847,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/11292400,11292400,Halle-Vilvoorde,Belgium,1936.0,3.0,Flemish Brabant,1500,299000,HOUSE,HOUSE,2.0,98.0,SEMI_EQUIPPED,0,0,,1,0,0,0,500.0,0,TO_BE_DONE_UP,F,650.0,GAS,1,512,50.7215359,4.2022265,,
848,https://www.immoweb.be/en/classified/duplex/for-sale/antwerp/2000/11133807,11133807,Antwerp,Belgium,2021.0,2.0,Antwerp,2000,1495000,APARTMENT,DUPLEX,3.0,125.0,INSTALLED,0,0,85.0,1,0,0,0,,0,AS_NEW,A,73.33,,1,1296,51.2302378,4.4093803,,
849,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108851,11108851,Namur,Belgium,,,Namur,5000,240959,APARTMENT,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,A,59.0,,0,0,50.4663683,4.8714176,,
850,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11287114,11287114,Brussels,Belgium,,3.0,Brussels,1000,375000,APARTMENT,APARTMENT,2.0,103.0,USA_INSTALLED,0,0,8.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,,
851,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/11188700,11188700,Liège,Belgium,,2.0,Liège,4000,395000,APARTMENT,APARTMENT,3.0,122.0,,0,0,17.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
852,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/11115047,11115047,Halle-Vilvoorde,Belgium,1945.0,2.0,Flemish Brabant,1500,269000,HOUSE,HOUSE,3.0,135.0,SEMI_EQUIPPED,0,0,,1,0,0,0,153.0,0,TO_BE_DONE_UP,D,383.0,GAS,1,596,50.7262178,4.2410179,,
853,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/11208566,11208566,Antwerp,Belgium,2014.0,2.0,Antwerp,2000,269900,APARTMENT,APARTMENT,1.0,50.0,INSTALLED,0,0,5.0,1,0,0,0,,0,AS_NEW,,,GAS,1,808,51.2339879,4.4112318,,
854,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108849,11108849,Namur,Belgium,,,Namur,5000,240959,APARTMENT,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,A,59.0,,0,0,50.4663683,4.8714176,,
855,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11287119,11287119,Brussels,Belgium,,3.0,Brussels,1000,376000,APARTMENT,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,,
856,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/11188703,11188703,Liège,Belgium,,2.0,Liège,4000,415000,APARTMENT,APARTMENT,3.0,120.0,,0,0,15.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
857,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/11189071,11189071,Halle-Vilvoorde,Belgium,1920.0,2.0,Flemish Brabant,1500,349000,HOUSE,HOUSE,3.0,170.0,INSTALLED,0,0,,1,0,0,0,551.0,0,TO_BE_DONE_UP,C,225.0,GAS,1,520,50.7163909,4.2209867,,
858,https://www.immoweb.be/en/classified/exceptional-property/for-sale/antwerp/2000/11061284,11061284,Antwerp,Belgium,,2.0,Antwerp,2000,499900,HOUSE,EXCEPTIONAL_PROPERTY,2.0,130.0,INSTALLED,0,0,9.0,1,0,0,0,45.0,0,GOOD,E,466.0,GAS,1,575,51.2213999,4.403393,,
859,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108848,11108848,Namur,Belgium,,,Namur,5000,240959,APARTMENT,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,A,59.0,,0,0,50.4663683,4.8714176,,
860,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/11188701,11188701,Liège,Belgium,,2.0,Liège,4000,415000,APARTMENT,APARTMENT,3.0,123.0,,0,0,15.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
861,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11287121,11287121,Brussels,Belgium,,3.0,Brussels,1000,376000,APARTMENT,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,,
862,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/11211562,11211562,Halle-Vilvoorde,Belgium,2011.0,4.0,Flemish Brabant,1500,560000,HOUSE,HOUSE,4.0,172.0,HYPER_EQUIPPED,0,0,40.0,1,150,1,0,407.0,1,AS_NEW,A,60.0,GAS,0,1407,50.7200418,4.2233512,,
863,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108854,11108854,Namur,Belgium,,,Namur,5000,241179,APARTMENT,APARTMENT,1.0,65.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,A,60.0,,0,0,50.4663683,4.8714176,,
864,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11287141,11287141,Brussels,Belgium,,3.0,Brussels,1000,379000,APARTMENT,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,,
865,https://www.immoweb.be/en/classified/penthouse/for-sale/li%C3%A8ge/4000/11188705,11188705,Liège,Belgium,,2.0,Liège,4000,420000,APARTMENT,PENTHOUSE,3.0,124.0,,0,0,15.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
866,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108817,11108817,Namur,Belgium,,,Namur,5000,243137,APARTMENT,APARTMENT,1.0,61.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,A,49.0,,0,0,50.4663683,4.8714176,,
867,https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/11279600,11279600,Halle-Vilvoorde,Belgium,2014.0,,Flemish Brabant,1500,335000,APARTMENT,APARTMENT,2.0,72.0,INSTALLED,0,0,,1,0,0,0,,0,AS_NEW,A,99.68,GAS,0,0,50.7404412,4.2428922,,
868,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11287132,11287132,Brussels,Belgium,,3.0,Brussels,1000,379000,APARTMENT,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,,
869,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/11188706,11188706,Liège,Belgium,,2.0,Liège,4000,420000,APARTMENT,APARTMENT,3.0,120.0,,0,0,14.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
870,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108866,11108866,Namur,Belgium,,,Namur,5000,243930,APARTMENT,APARTMENT,1.0,73.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,A,70.0,,0,0,50.4663683,4.8714176,,
871,https://www.immoweb.be/en/classified/villa/for-sale/halle/1500/11295656,11295656,Halle-Vilvoorde,Belgium,1979.0,4.0,Flemish Brabant,1500,399000,HOUSE,VILLA,3.0,136.0,,0,0,,1,0,0,0,893.0,0,GOOD,F,539.0,GAS,1,1043,50.7209778,4.2210659,,
872,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11287154,11287154,Brussels,Belgium,,3.0,Brussels,1000,379000,APARTMENT,APARTMENT,2.0,103.0,USA_INSTALLED,0,0,8.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,,
873,https://www.immoweb.be/en/classified/penthouse/for-sale/li%C3%A8ge/4000/11188704,11188704,Liège,Belgium,,2.0,Liège,4000,420000,APARTMENT,PENTHOUSE,3.0,124.0,,0,0,21.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
874,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108863,11108863,Namur,Belgium,,,Namur,5000,245659,APARTMENT,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,A,67.0,,0,0,50.4663683,4.8714176,,
875,https://www.immoweb.be/en/classified/bungalow/for-sale/halle/1500/11295655,11295655,Halle-Vilvoorde,Belgium,1979.0,4.0,Flemish Brabant,1500,399000,HOUSE,BUNGALOW,3.0,136.0,,0,0,,1,0,0,0,893.0,0,GOOD,F,539.0,GAS,1,1043,50.7209778,4.2210659,,
876,https://www.immoweb.be/en/classified/penthouse/for-sale/li%C3%A8ge/4000/11188707,11188707,Liège,Belgium,,2.0,Liège,4000,430000,APARTMENT,PENTHOUSE,3.0,120.0,,0,0,14.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
877,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11287162,11287162,Brussels,Belgium,,3.0,Brussels,1000,383000,APARTMENT,APARTMENT,2.0,90.0,USA_INSTALLED,0,0,67.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,,
878,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108858,11108858,Namur,Belgium,,,Namur,5000,245679,APARTMENT,APARTMENT,1.0,63.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,A,67.0,,0,0,50.4663683,4.8714176,,
879,https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/11094222,11094222,Halle-Vilvoorde,Belgium,2016.0,2.0,Flemish Brabant,1500,345000,APARTMENT,APARTMENT,2.0,80.0,INSTALLED,0,0,14.0,1,0,0,0,,0,GOOD,B,102.0,GAS,1,1206,50.7313261,4.2325392,,
880,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/11208663,11208663,Liège,Belgium,1936.0,2.0,Liège,4000,275000,HOUSE,HOUSE,2.0,135.0,INSTALLED,0,0,50.0,1,0,0,1,145.0,0,TO_BE_DONE_UP,D,329.0,GAS,0,1033,50.6487459,5.5672179,,
881,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108864,11108864,Namur,Belgium,,,Namur,5000,245879,APARTMENT,APARTMENT,1.0,65.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,A,70.0,,0,0,50.4663683,4.8714176,,
882,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/11294229,11294229,Halle-Vilvoorde,Belgium,2005.0,2.0,Flemish Brabant,1500,430000,HOUSE,HOUSE,4.0,209.0,,0,0,,1,0,0,0,276.0,0,GOOD,B,153.0,GAS,1,1192,50.7262227,4.2362755,,
884,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/10356184,10356184,Liège,Belgium,1918.0,2.0,Liège,4000,299000,APARTMENT,APARTMENT,2.0,80.0,INSTALLED,0,0,,1,0,0,1,,0,AS_NEW,B,126.0,GAS,1,650,50.6435408,5.5659486,,
885,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108875,11108875,Namur,Belgium,,,Namur,5000,250930,APARTMENT,APARTMENT,1.0,73.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,B,87.0,,0,0,50.4663683,4.8714176,,
886,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/11294404,11294404,Halle-Vilvoorde,Belgium,1989.0,4.0,Flemish Brabant,1500,455000,HOUSE,HOUSE,3.0,197.0,,0,0,,1,0,0,0,855.0,0,TO_BE_DONE_UP,F,547.0,GAS,1,2253,50.7231789,4.2444056,,
887,https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles/1000/11287167,11287167,Brussels,Belgium,,4.0,Brussels,1000,355000,APARTMENT,GROUND_FLOOR,2.0,95.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8648307,4.3491892,,
888,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/11099736,11099736,Liège,Belgium,1918.0,2.0,Liège,4000,339000,HOUSE,HOUSE,5.0,226.0,INSTALLED,0,0,37.0,1,84,1,0,220.0,0,GOOD,B,123.0,GAS,1,1197,50.6231614,5.5700044,,
889,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108762,11108762,Namur,Belgium,,,Namur,5000,264836,APARTMENT,APARTMENT,1.0,66.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,A,64.0,,0,0,50.4663683,4.8714176,,
890,https://www.immoweb.be/en/classified/apartment-block/for-sale/halle/1500/11228845,11228845,Halle-Vilvoorde,Belgium,1960.0,3.0,Flemish Brabant,1500,410000,HOUSE,APARTMENT_BLOCK,5.0,256.0,INSTALLED,0,0,,1,0,0,0,127.0,0,TO_BE_DONE_UP,F,506.0,GAS,1,1531,50.7379305,4.229884,,
891,https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles/1000/11287168,11287168,Brussels,Belgium,,4.0,Brussels,1000,357000,APARTMENT,GROUND_FLOOR,2.0,94.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8648307,4.3491892,,
892,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/11178374,11178374,Liège,Belgium,1939.0,2.0,Liège,4000,365000,APARTMENT,APARTMENT,4.0,200.0,INSTALLED,0,0,0.0,0,0,0,1,,0,TO_BE_DONE_UP,C,233.0,FUELOIL,1,2166,50.6347944,5.5640976,,
893,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108823,11108823,Namur,Belgium,,,Namur,5000,289044,APARTMENT,APARTMENT,1.0,75.0,,0,0,17.0,1,0,0,1,,0,AS_NEW,A,68.0,,0,0,50.4663683,4.8714176,,
894,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/11273927,11273927,Halle-Vilvoorde,Belgium,1963.0,2.0,Flemish Brabant,1500,349000,HOUSE,HOUSE,5.0,186.0,INSTALLED,0,0,20.0,1,0,0,0,230.0,0,TO_BE_DONE_UP,D,366.0,GAS,1,0,50.7423305,4.2332499,,
895,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11287170,11287170,Brussels,Belgium,,4.0,Brussels,1000,360000,APARTMENT,APARTMENT,2.0,95.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8648307,4.3491892,,
896,https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/11163514,11163514,Liège,Belgium,2024.0,2.0,Liège,4000,680000,HOUSE,APARTMENT_BLOCK,5.0,290.0,SEMI_EQUIPPED,0,0,15.0,1,0,0,0,140.0,0,GOOD,F,494.0,GAS,0,1945,50.6461996,5.5585962,,
897,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108773,11108773,Namur,Belgium,,,Namur,5000,293975,APARTMENT,APARTMENT,2.0,85.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,A,47.0,,0,0,50.4663683,4.8714176,,
898,https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/11295746,11295746,Halle-Vilvoorde,Belgium,1993.0,2.0,Flemish Brabant,1500,275000,APARTMENT,APARTMENT,2.0,94.0,,0,0,8.0,1,0,0,1,,0,GOOD,D,310.0,,1,1053,50.7341012,4.2318066,,
899,https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles/1000/11287165,11287165,Brussels,Belgium,,4.0,Brussels,1000,363000,APARTMENT,GROUND_FLOOR,2.0,97.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8648307,4.3491892,,
900,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/11286746,11286746,Liège,Belgium,2019.0,2.0,Liège,4000,485000,APARTMENT,APARTMENT,2.0,92.0,INSTALLED,0,0,14.0,1,0,0,0,,0,AS_NEW,A,66.0,,0,0,50.6407051,5.5710163,,
901,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108834,11108834,Namur,Belgium,,,Namur,5000,302175,APARTMENT,APARTMENT,2.0,89.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,A,47.0,,0,0,50.4663683,4.8714176,,
902,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/11281936,11281936,Halle-Vilvoorde,Belgium,1920.0,2.0,Flemish Brabant,1500,215000,HOUSE,HOUSE,2.0,100.0,SEMI_EQUIPPED,0,0,,1,0,0,0,240.0,0,TO_RENOVATE,D,390.0,GAS,0,399,50.7327268,4.2288986,,
903,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11287166,11287166,Brussels,Belgium,,4.0,Brussels,1000,369000,APARTMENT,APARTMENT,2.0,95.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8648307,4.3491892,,
904,https://www.immoweb.be/en/classified/flat-studio/for-sale/liege/4000/11292720,11292720,Liège,Belgium,1978.0,2.0,Liège,4000,115000,APARTMENT,FLAT_STUDIO,0.0,45.0,NOT_INSTALLED,0,0,8.0,1,0,0,1,,0,TO_BE_DONE_UP,D,330.0,,1,847,50.6389937,5.5758462,,
905,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108803,11108803,Namur,Belgium,,,Namur,5000,304875,APARTMENT,APARTMENT,2.0,85.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,A,68.0,,0,0,50.4663683,4.8714176,,
906,https://www.immoweb.be/en/classified/service-flat/for-sale/halle/1500/10504219,10504219,Halle-Vilvoorde,Belgium,2018.0,,Flemish Brabant,1500,279000,APARTMENT,SERVICE_FLAT,2.0,100.0,,0,0,0.0,0,0,0,0,,0,GOOD,E,495.0,,0,0,50.735888,4.2348929,,
