,locality,construction_year,Number_of_frontages,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace_sqm,terrace,garden_sqm,garden,floodZoneType,surface_land,swimming_pool,state_building,epc,primaryEnergyConsumptionPerSqm,heating_Type,Double_Glazing,cadastral_income,latitude,longitude,region,price_square
631,Gent,2025.0,4.0,East Flanders,9051,400000,1.0,APARTMENT,3.0,111.0,USA_HYPER_EQUIPPED,0,0,27.0,1,0,0,0,,0,5.0,,,,1,0,51.0274241,3.696983,Flanders,3603.6036036036035
632,Namur,,,Namur,5000,318488,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3461.8260869565215
633,Halle-Vilvoorde,1993.0,2.0,Flemish Brabant,1500,275000,1.0,APARTMENT,2.0,94.0,,0,0,8.0,1,0,0,1,,0,4.0,4.0,310.0,,1,1053,50.7341012,4.2318066,Flanders,2925.531914893617
634,Liège,,2.0,Liège,4000,320000,1.0,APARTMENT,2.0,90.0,,0,0,14.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3555.5555555555557
635,Gent,2025.0,4.0,East Flanders,9051,405000,1.0,APARTMENT,3.0,111.0,USA_HYPER_EQUIPPED,0,0,27.0,1,0,0,0,,0,5.0,,,,1,0,51.0274241,3.696983,Flanders,3648.6486486486488
636,Halle-Vilvoorde,2018.0,,Flemish Brabant,1500,279000,1.0,SERVICE_FLAT,2.0,100.0,,0,0,0.0,0,0,0,0,,0,4.0,3.0,495.0,,0,0,50.735888,4.2348929,Flanders,2790.0
637,Namur,,,Namur,5000,319236,1.0,APARTMENT,2.0,88.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3627.681818181818
638,Gent,2025.0,4.0,East Flanders,9051,435000,1.0,GROUND_FLOOR,2.0,126.0,USA_HYPER_EQUIPPED,0,0,19.0,1,0,0,0,,0,5.0,,,,1,0,51.0274241,3.696983,Flanders,3452.3809523809523
639,Namur,,,Namur,5000,319375,1.0,APARTMENT,2.0,89.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3588.483146067416
640,Halle-Vilvoorde,1962.0,3.0,Flemish Brabant,1500,349000,0.0,HOUSE,3.0,134.0,SEMI_EQUIPPED,0,0,,1,0,0,0,686.0,0,3.0,3.0,441.0,GAS,0,1021,50.7221221,4.2231308,Flanders,2604.4776119402986
641,Liège,,2.0,Liège,4000,320500,1.0,APARTMENT,2.0,90.0,,0,0,14.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3561.1111111111113
642,Brussels,,3.0,Brussels,1000,485000,0.0,HOUSE,2.0,101.0,,0,0,9.0,1,0,0,1,0.0,0,,,,,0,0,50.8435304,4.3458291,Brussels-Capital,4801.980198019802
643,Gent,1969.0,2.0,East Flanders,9000,198000,1.0,FLAT_STUDIO,1.0,38.0,INSTALLED,0,0,4.0,1,0,0,1,,0,4.0,6.0,147.0,GAS,0,552,51.0453945,3.7269282,Flanders,5210.526315789473
644,Namur,,,Namur,5000,321205,1.0,APARTMENT,2.0,99.0,,0,0,3.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3244.4949494949497
645,Liège,,2.0,Liège,4000,324500,1.0,APARTMENT,2.0,97.0,,0,0,16.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3345.360824742268
646,Halle-Vilvoorde,1998.0,,Flemish Brabant,1500,225000,1.0,APARTMENT,2.0,71.0,INSTALLED,0,0,,1,0,0,0,,0,4.0,5.0,264.0,ELECTRIC,1,0,50.733928,4.2338113,Flanders,3169.0140845070423
647,Brussels,,3.0,Brussels,1000,582500,0.0,HOUSE,3.0,133.0,,0,0,12.0,1,0,0,1,0.0,0,,,,,0,0,50.8435304,4.3458291,Brussels-Capital,4379.699248120301
648,Gent,1931.0,3.0,East Flanders,9000,1084000,0.0,HOUSE,6.0,312.0,USA_INSTALLED,0,0,0.0,0,0,0,0,315.0,0,3.0,3.0,429.0,GAS,1,0,51.0305326,3.7204289,Flanders,3474.358974358974
649,Namur,,,Namur,5000,321988,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3499.8695652173915
650,Liège,,2.0,Liège,4000,330000,1.0,APARTMENT,2.0,90.0,,0,0,14.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3666.6666666666665
651,Halle-Vilvoorde,1993.0,,Flemish Brabant,1500,235000,1.0,APARTMENT,2.0,96.0,INSTALLED,0,0,25.0,1,0,0,0,,0,3.0,2.0,634.0,ELECTRIC,1,1189,50.7341012,4.2318066,Flanders,2447.9166666666665
652,Brussels,,3.0,Brussels,1000,615000,0.0,HOUSE,3.0,138.0,,0,0,12.0,1,0,0,1,0.0,0,,,,,0,0,50.8435304,4.3458291,Brussels-Capital,4456.521739130435
653,Gent,1874.0,2.0,East Flanders,9000,475000,0.0,HOUSE,4.0,166.0,INSTALLED,0,0,15.0,1,0,0,1,71.0,0,3.0,5.0,293.0,GAS,0,528,51.0618747,3.7283925,Flanders,2861.4457831325303
654,Namur,,,Namur,5000,324936,1.0,APARTMENT,2.0,88.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3692.4545454545455
655,Liège,,2.0,Liège,4000,334000,1.0,APARTMENT,2.0,97.0,,0,0,16.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3443.298969072165
656,Brussels,,3.0,Brussels,1000,655000,0.0,HOUSE,3.0,131.0,,0,0,18.0,1,37,1,1,0.0,0,,,,,0,0,50.8435304,4.3458291,Brussels-Capital,5000.0
657,Halle-Vilvoorde,1960.0,2.0,Flemish Brabant,1500,549000,0.0,HOUSE,5.0,235.0,HYPER_EQUIPPED,0,0,27.0,1,52,1,0,160.0,0,5.0,5.0,270.0,FUELOIL,1,0,,,Flanders,2336.1702127659573
658,Gent,2020.0,,East Flanders,9000,535000,1.0,APARTMENT,2.0,105.0,INSTALLED,0,0,0.0,0,0,0,0,,0,4.0,7.0,84.0,GAS,1,0,51.0559113,3.7143409,Flanders,5095.238095238095
659,Namur,,,Namur,5000,325270,1.0,APARTMENT,2.0,89.0,,0,0,17.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3654.7191011235955
660,Liège,,2.0,Liège,4000,340000,1.0,APARTMENT,2.0,96.0,,0,0,16.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3541.6666666666665
661,Brussels,,3.0,Brussels,1000,655000,0.0,HOUSE,3.0,131.0,,0,0,18.0,1,37,1,1,0.0,0,,,,,0,0,50.8435304,4.3458291,Brussels-Capital,5000.0
662,Halle-Vilvoorde,1993.0,4.0,Flemish Brabant,1500,399000,0.0,HOUSE,3.0,144.0,,0,0,0.0,0,0,0,1,1151.0,0,,,,,0,1576,50.7324848,4.2349129,Flanders,2770.8333333333335
663,Gent,1969.0,2.0,East Flanders,9000,348000,1.0,APARTMENT,2.0,95.0,INSTALLED,0,0,37.0,1,0,0,0,,0,4.0,4.0,364.0,GAS,1,734,51.0503957,3.7335394,Flanders,3663.157894736842
664,Namur,,,Namur,5000,326869,1.0,APARTMENT,2.0,99.0,,0,0,3.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3301.7070707070707
665,Liège,,2.0,Liège,4000,375000,1.0,APARTMENT,3.0,122.0,,0,0,17.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3073.7704918032787
666,Brussels,,3.0,Brussels,1000,705000,0.0,HOUSE,4.0,152.0,,0,0,11.0,1,0,0,1,0.0,0,,,,,0,0,50.8435304,4.3458291,Brussels-Capital,4638.1578947368425
667,Halle-Vilvoorde,,,Flemish Brabant,1500,370000,1.0,APARTMENT,2.0,,,1,0,9.0,1,0,0,1,,0,6.0,,,ELECTRIC,1,0,50.7419582,4.2387492,Flanders,
668,Gent,2009.0,4.0,East Flanders,9000,425000,1.0,APARTMENT,3.0,112.0,INSTALLED,0,0,14.0,1,0,0,1,,0,3.0,6.0,156.0,ELECTRIC,0,1112,51.0325586,3.7072869,Flanders,3794.6428571428573
669,Liège,,2.0,Liège,4000,385000,1.0,APARTMENT,3.0,120.0,,0,0,15.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3208.3333333333335
670,Namur,,,Namur,5000,327936,1.0,APARTMENT,2.0,93.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3526.1935483870966
671,Halle-Vilvoorde,1964.0,4.0,Flemish Brabant,1500,380000,0.0,HOUSE,3.0,175.0,,0,0,,1,0,0,0,1034.0,0,3.0,3.0,437.0,FUELOIL,1,1311,50.7600101,4.1970727,Flanders,2171.4285714285716
672,Namur,,,Namur,5000,329654,1.0,APARTMENT,2.0,88.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3746.068181818182
673,Liège,,2.0,Liège,4000,385000,1.0,APARTMENT,3.0,123.0,,0,0,15.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3130.081300813008
674,Brussels,,3.0,Brussels,1000,308000,1.0,GROUND_FLOOR,2.0,82.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3756.0975609756097
675,Halle-Vilvoorde,,3.0,Flemish Brabant,1500,275000,0.0,BUNGALOW,3.0,90.0,,0,0,,1,0,0,0,309.0,0,3.0,3.0,493.0,GAS,1,907,50.7424395,4.261826,Flanders,3055.5555555555557
676,Liège,,2.0,Liège,4000,390000,1.0,APARTMENT,3.0,123.0,,0,0,15.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3170.731707317073
677,Namur,,,Namur,5000,330323,1.0,APARTMENT,2.0,92.0,,0,0,14.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3590.467391304348
678,Halle-Vilvoorde,2003.0,,Flemish Brabant,1500,259000,1.0,APARTMENT,1.0,84.0,,0,0,0.0,0,0,0,1,,0,,,,,0,982,50.7323904,4.2425469,Flanders,3083.3333333333335
679,Gent,2024.0,2.0,East Flanders,9000,419000,1.0,APARTMENT,3.0,140.0,HYPER_EQUIPPED,0,0,15.0,1,0,0,0,,0,5.0,,,GAS,1,1,51.0652335,3.690419,Flanders,2992.8571428571427
680,Brussels,,3.0,Brussels,1000,308000,1.0,GROUND_FLOOR,2.0,82.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3756.0975609756097
681,Liège,,2.0,Liège,4000,390000,1.0,APARTMENT,3.0,120.0,,0,0,15.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3250.0
682,Namur,,,Namur,5000,330536,1.0,APARTMENT,1.0,88.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3756.090909090909
683,Halle-Vilvoorde,,,Flemish Brabant,1500,200000,1.0,APARTMENT,2.0,122.0,INSTALLED,0,0,0.0,0,0,0,1,,0,,5.0,258.0,GAS,1,0,50.7355969,4.2385592,Flanders,1639.344262295082
684,Gent,2024.0,2.0,East Flanders,9000,419000,1.0,APARTMENT,3.0,140.0,HYPER_EQUIPPED,0,0,14.0,1,0,0,0,,0,5.0,,,GAS,1,0,51.0652335,3.690419,Flanders,2992.8571428571427
685,Namur,,,Namur,5000,333336,1.0,APARTMENT,2.0,96.0,,0,0,8.0,1,0,0,1,,0,,,,,0,0,,,Wallonia,3472.25
686,Liège,,2.0,Liège,4000,395000,1.0,APARTMENT,3.0,122.0,,0,0,17.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3237.7049180327867
687,Halle-Vilvoorde,1915.0,2.0,Flemish Brabant,1500,270000,0.0,HOUSE,2.0,102.0,NOT_INSTALLED,0,0,,1,0,0,0,796.0,0,2.0,2.0,1051.0,,0,505,50.7437313,4.2057379,Flanders,2647.0588235294117
688,Gent,2024.0,,East Flanders,9000,425000,1.0,PENTHOUSE,2.0,118.0,HYPER_EQUIPPED,0,0,11.0,1,0,0,0,,0,5.0,,,GAS,1,0,51.0652335,3.690419,Flanders,3601.6949152542375
689,Namur,,,Namur,5000,334708,1.0,APARTMENT,2.0,99.0,,0,0,4.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3380.8888888888887
690,Liège,,2.0,Liège,4000,415000,1.0,APARTMENT,3.0,120.0,,0,0,15.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3458.3333333333335
691,Brussels,2025.0,4.0,Brussels,1000,312000,1.0,APARTMENT,1.0,73.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8654677,4.3437172,Brussels-Capital,4273.972602739726
692,Namur,,,Namur,5000,335431,1.0,APARTMENT,2.0,87.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3855.5287356321837
693,Gent,1995.0,4.0,East Flanders,9000,495000,0.0,HOUSE,2.0,160.0,INSTALLED,0,1,12.0,1,600,1,0,877.0,0,5.0,3.0,439.0,,1,1470,51.0866211,3.6832149,Flanders,3093.75
694,Brussels,2025.0,4.0,Brussels,1000,412000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8654677,4.3437172,Brussels-Capital,3850.467289719626
695,Liège,,2.0,Liège,4000,415000,1.0,APARTMENT,3.0,123.0,,0,0,15.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3373.9837398373984
696,Namur,,,Namur,5000,335813,1.0,APARTMENT,2.0,93.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3610.8924731182797
697,Gent,1965.0,,East Flanders,9000,465000,1.0,APARTMENT,2.0,95.0,INSTALLED,0,0,0.0,0,0,0,0,,0,5.0,5.0,233.0,GAS,1,830,51.0492116,3.7354136,Flanders,4894.736842105263
698,Brussels,2025.0,4.0,Brussels,1000,412000,1.0,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8654677,4.3437172,Brussels-Capital,3961.5384615384614
699,Liège,,2.0,Liège,4000,420000,1.0,PENTHOUSE,3.0,124.0,,0,0,21.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3387.0967741935483
700,Namur,,,Namur,5000,336174,1.0,APARTMENT,2.0,101.0,,0,0,5.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3328.4554455445545
701,Gent,1955.0,2.0,East Flanders,9000,575000,0.0,HOUSE,4.0,203.0,INSTALLED,0,0,0.0,0,25,1,0,114.0,0,6.0,6.0,134.0,GAS,1,676,51.0713419,3.6935327,Flanders,2832.512315270936
702,Brussels,2025.0,4.0,Brussels,1000,420000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8654677,4.3437172,Brussels-Capital,3925.233644859813
703,Namur,,,Namur,5000,336375,1.0,APARTMENT,2.0,99.0,,0,0,3.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3397.7272727272725
704,Brussels,2025.0,4.0,Brussels,1000,420000,1.0,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8654677,4.3437172,Brussels-Capital,4038.4615384615386
705,Namur,,,Namur,5000,337971,1.0,APARTMENT,2.0,99.0,,0,0,3.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3413.848484848485
706,Liège,,2.0,Liège,4000,420000,1.0,PENTHOUSE,3.0,124.0,,0,0,15.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3387.0967741935483
707,Brussels,2025.0,4.0,Brussels,1000,425000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8654677,4.3437172,Brussels-Capital,3971.96261682243
708,Namur,,,Namur,5000,338608,1.0,APARTMENT,3.0,111.0,,0,0,25.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3050.5225225225226
709,Gent,2026.0,,East Flanders,9000,294500,,OFFICE_BLOCK,,,INSTALLED,0,0,0.0,0,0,0,0,100.0,0,4.0,7.0,168.0,,1,0,51.0645911,3.7132568,Flanders,
710,Brussels,2025.0,4.0,Brussels,1000,432000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8654677,4.3437172,Brussels-Capital,4037.3831775700933
711,Liège,,2.0,Liège,4000,420000,1.0,APARTMENT,3.0,120.0,,0,0,14.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3500.0
712,Namur,,,Namur,5000,338836,1.0,APARTMENT,2.0,94.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3604.6382978723404
713,Gent,2026.0,,East Flanders,9000,318500,,COMMERCIAL_PREMISES,,,INSTALLED,0,0,0.0,0,0,0,0,127.0,0,4.0,7.0,150.0,,1,0,51.0645911,3.7132568,Flanders,
714,Liège,,2.0,Liège,4000,430000,1.0,PENTHOUSE,3.0,120.0,,0,0,14.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3583.3333333333335
715,Namur,,,Namur,5000,339936,1.0,APARTMENT,2.0,94.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3616.340425531915
716,Gent,2026.0,,East Flanders,9000,329000,1.0,APARTMENT,1.0,,INSTALLED,0,0,15.0,1,0,0,0,,0,4.0,7.0,35.0,,1,0,51.0645911,3.7132568,Flanders,
717,Liège,1936.0,2.0,Liège,4000,275000,0.0,HOUSE,2.0,135.0,INSTALLED,0,0,50.0,1,0,0,1,145.0,0,3.0,4.0,329.0,GAS,0,1033,50.6487459,5.5672179,Wallonia,2037.037037037037
718,Namur,,,Namur,5000,341231,1.0,APARTMENT,2.0,87.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3922.1954022988507
719,Gent,2026.0,,East Flanders,9000,334000,1.0,APARTMENT,1.0,,INSTALLED,0,0,15.0,1,0,0,0,,0,4.0,7.0,35.0,,1,0,51.0645911,3.7132568,Flanders,
720,Brussels,2025.0,4.0,Brussels,1000,312000,1.0,APARTMENT,1.0,73.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8665959,4.3449,Brussels-Capital,4273.972602739726
721,Namur,,,Namur,5000,341378,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3710.6304347826085
722,Liège,1918.0,2.0,Liège,4000,299000,1.0,APARTMENT,2.0,80.0,INSTALLED,0,0,,1,0,0,1,,0,5.0,6.0,126.0,GAS,1,650,50.6435408,5.5659486,Wallonia,3737.5
723,Gent,2026.0,,East Flanders,9000,359000,1.0,APARTMENT,2.0,,INSTALLED,0,0,17.0,1,0,0,0,,0,4.0,7.0,37.0,,1,0,51.0645911,3.7132568,Flanders,
724,Brussels,2025.0,4.0,Brussels,1000,412000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8665959,4.3449,Brussels-Capital,3850.467289719626
725,Namur,,,Namur,5000,341387,1.0,APARTMENT,2.0,99.0,,0,0,4.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3448.3535353535353
726,Gent,2026.0,,East Flanders,9000,359000,1.0,APARTMENT,1.0,,INSTALLED,0,0,15.0,1,0,0,0,,0,4.0,7.0,37.0,,1,0,51.0645911,3.7132568,Flanders,
727,Brussels,2025.0,4.0,Brussels,1000,412000,1.0,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8665959,4.3449,Brussels-Capital,3961.5384615384614
728,Namur,,,Namur,5000,341936,1.0,APARTMENT,2.0,88.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3885.6363636363635
729,Liège,1918.0,2.0,Liège,4000,339000,0.0,HOUSE,5.0,226.0,INSTALLED,0,0,37.0,1,84,1,0,220.0,0,4.0,6.0,123.0,GAS,1,1197,50.6231614,5.5700044,Wallonia,1500.0
730,Brussels,2025.0,4.0,Brussels,1000,420000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8665959,4.3449,Brussels-Capital,3925.233644859813
731,Gent,2026.0,,East Flanders,9000,374500,1.0,APARTMENT,2.0,,INSTALLED,0,0,17.0,1,0,0,0,,0,4.0,7.0,37.0,,1,0,51.0645911,3.7132568,Flanders,
732,Namur,,,Namur,5000,343237,1.0,APARTMENT,2.0,97.0,,0,0,3.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3538.5257731958764
733,Gent,2026.0,,East Flanders,9000,384500,1.0,APARTMENT,2.0,,INSTALLED,0,0,20.0,1,0,0,0,,0,4.0,7.0,31.0,,1,0,51.0645911,3.7132568,Flanders,
734,Brussels,2025.0,4.0,Brussels,1000,420000,1.0,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8665959,4.3449,Brussels-Capital,4038.4615384615386
735,Namur,,,Namur,5000,346983,1.0,APARTMENT,2.0,100.0,,0,0,3.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3469.83
736,Liège,1939.0,2.0,Liège,4000,365000,1.0,APARTMENT,4.0,200.0,INSTALLED,0,0,0.0,0,0,0,1,,0,3.0,5.0,233.0,FUELOIL,1,2166,50.6347944,5.5640976,Wallonia,1825.0
737,Gent,2026.0,,East Flanders,9000,389500,1.0,APARTMENT,2.0,,INSTALLED,0,0,17.0,1,0,0,0,,0,4.0,7.0,38.0,,1,0,51.0645911,3.7132568,Flanders,
738,Brussels,2025.0,4.0,Brussels,1000,425000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8665959,4.3449,Brussels-Capital,3971.96261682243
739,Namur,,,Namur,5000,347313,1.0,APARTMENT,2.0,101.0,,0,0,6.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3438.7425742574255
740,Gent,2026.0,,East Flanders,9000,399000,1.0,APARTMENT,2.0,,INSTALLED,0,0,20.0,1,0,0,0,,0,4.0,7.0,31.0,,1,0,51.0645911,3.7132568,Flanders,
741,Liège,2024.0,2.0,Liège,4000,680000,0.0,APARTMENT_BLOCK,5.0,290.0,SEMI_EQUIPPED,0,0,15.0,1,0,0,0,140.0,0,4.0,2.0,494.0,GAS,0,1945,50.6461996,5.5585962,Wallonia,2344.8275862068967
742,Namur,,,Namur,5000,347630,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3778.586956521739
743,Brussels,2025.0,4.0,Brussels,1000,431000,1.0,APARTMENT,2.0,106.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8665959,4.3449,Brussels-Capital,4066.0377358490564
744,Gent,2026.0,,East Flanders,9000,399000,1.0,APARTMENT,2.0,,INSTALLED,0,0,20.0,1,0,0,0,,0,4.0,7.0,32.0,,1,0,51.0645911,3.7132568,Flanders,
745,Brussels,2025.0,4.0,Brussels,1000,431000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8665959,4.3449,Brussels-Capital,4028.03738317757
746,Namur,,,Namur,5000,350836,1.0,APARTMENT,2.0,94.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3732.2978723404253
747,Gent,2026.0,,East Flanders,9000,469500,1.0,APARTMENT,3.0,,INSTALLED,0,0,21.0,1,0,0,0,,0,4.0,7.0,33.0,,1,0,51.0645911,3.7132568,Flanders,
748,Liège,1978.0,2.0,Liège,4000,115000,1.0,FLAT_STUDIO,0.0,45.0,NOT_INSTALLED,0,0,8.0,1,0,0,1,,0,3.0,4.0,330.0,,1,847,50.6389937,5.5758462,Wallonia,2555.5555555555557
749,Namur,,,Namur,5000,352863,1.0,APARTMENT,2.0,93.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3794.2258064516127
750,Brussels,2025.0,4.0,Brussels,1000,432000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8665959,4.3449,Brussels-Capital,4037.3831775700933
751,Gent,2026.0,,East Flanders,9000,474500,1.0,APARTMENT,3.0,,INSTALLED,0,0,21.0,1,0,0,0,,0,4.0,7.0,33.0,,1,0,51.0645911,3.7132568,Flanders,
752,Liège,2019.0,2.0,Liège,4000,485000,1.0,APARTMENT,2.0,92.0,INSTALLED,0,0,14.0,1,0,0,0,,0,5.0,7.0,66.0,,0,0,50.6407051,5.5710163,Wallonia,5271.739130434783
753,Namur,,,Namur,5000,354185,1.0,APARTMENT,2.0,99.0,,0,0,4.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3577.626262626263
754,Brussels,2025.0,4.0,Brussels,1000,443000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8665959,4.3449,Brussels-Capital,4140.186915887851
755,Gent,2026.0,,East Flanders,9000,489000,1.0,APARTMENT,3.0,,INSTALLED,0,0,21.0,1,0,0,0,,0,4.0,7.0,33.0,,1,0,51.0645911,3.7132568,Flanders,
756,Liège,1964.0,2.0,Liège,4000,235000,1.0,APARTMENT,3.0,109.0,INSTALLED,0,0,,1,0,0,0,,0,4.0,6.0,155.0,GAS,1,0,50.6476265,5.5891795,Wallonia,2155.9633027522937
757,Namur,,,Namur,5000,356628,1.0,APARTMENT,3.0,112.0,,0,0,26.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3184.1785714285716
758,Brussels,2025.0,4.0,Brussels,1000,449000,1.0,APARTMENT,2.0,105.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8665959,4.3449,Brussels-Capital,4276.190476190476
759,Gent,2026.0,,East Flanders,9000,569000,1.0,APARTMENT,2.0,,INSTALLED,0,0,47.0,1,0,0,0,,0,4.0,7.0,40.0,,1,0,51.0645911,3.7132568,Flanders,
760,Liège,1900.0,2.0,Liège,4000,565000,0.0,HOUSE,7.0,352.0,HYPER_EQUIPPED,0,1,28.0,1,120,1,0,275.0,0,4.0,3.0,398.0,FUELOIL,1,1435,50.6247885,5.582166,Wallonia,1605.1136363636363
761,Namur,,,Namur,5000,357463,1.0,APARTMENT,2.0,93.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3843.6881720430106
762,Brussels,2025.0,4.0,Brussels,1000,449000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,50.8665959,4.3449,Brussels-Capital,4196.261682242991
763,Gent,2026.0,,East Flanders,9000,819000,1.0,APARTMENT,3.0,,INSTALLED,0,0,114.0,1,0,0,0,,0,4.0,7.0,43.0,,1,0,51.0645911,3.7132568,Flanders,
764,Liège,1955.0,2.0,Liège,4000,209000,1.0,APARTMENT,2.0,134.0,,0,0,10.0,1,0,0,0,,0,3.0,6.0,136.0,FUELOIL,1,1051,50.6213888,5.5733831,Wallonia,1559.7014925373135
